rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"2,5 Zimmer",62 m²,CHF 1340.—,No information,3414,Krieggasse 6a/6b,Oberburg,2022,"Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume, dem modernen, offenen Stil und dem hochwertigen Ausbau, Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett, geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz, weissKüchengeräte (Siemens): Glaskeramikherd, Backofen, Dampfabzug Umluft mit Aktivkohlefilter, Geschirrspüler, Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik, weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25», Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug roh,Boden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift, hindernisfreiÄnderungen vorbehalten",True,False,True,True,False,False,True,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068598
"3,5 Zimmer",76 m²,CHF 1540.—,No information,3414,Krieggasse 6a/6b,Oberburg,2022,"Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume, dem modernen, offenen Stil und dem hochwertigen Ausbau, Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett, geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz, weissKüchengeräte (Siemens): Glaskeramikherd, Backofen, Dampfabzug Umluft mit Aktivkohlefilter, Geschirrspüler, Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik, weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25», Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug roh,Boden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift, hindernisfreiÄnderungen vorbehalten",True,False,True,True,False,False,True,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068596
"2,5 Zimmer",62 m²,CHF 1340.—,No information,3414,Krieggasse 6a/6b,Oberburg,2022,"Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume, dem modernen, offenen Stil und dem hochwertigen Ausbau, Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett, geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz, weissKüchengeräte (Siemens): Glaskeramikherd, Backofen, Dampfabzug Umluft mit Aktivkohlefilter, Geschirrspüler, Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik, weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25», Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug roh,Boden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift, hindernisfreiÄnderungen vorbehalten",True,False,True,True,False,False,True,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068595
"3,5 Zimmer",75 m²,CHF 1540.—,No information,3414,Krieggasse 6a/6b,Oberburg,2022,"Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume, dem modernen, offenen Stil und dem hochwertigen Ausbau, Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett, geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett, geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz, weissKüchengeräte (Siemens): Glaskeramikherd, Backofen, Dampfabzug Umluft mit Aktivkohlefilter, Geschirrspüler, Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik, weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25», Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug roh,Boden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift, hindernisfreiÄnderungen vorbehalten",True,False,True,True,False,False,True,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068594
"4,5 Zimmer",No information,CHF 2300.—,No information,3086,Bernstrasse 39,Zimmerwald,No information,"Ein Zuhause für Sie ?In Zimmerwald (Gemeinde Wald) vermieten wir ein herziges Einfamilienhaus im Chalet-Stil.Der grosszügige Umschwung verleiht dem Mietobjekt das wundervolle Gefühl, des Daheim-Seins.Belp-Toffen-Kehrsatz und Köniz, sind die Nachbarsgemeinden. Somit ist auch der Weg in die Stadt Bern nur 12 km lang.Dieses Häuschen müssen Sie einfach gesehen haben.Nach der Arbeit in die Ruhe und Natur, um den Abend und die Wochenenden so richtig geniessen zu können.",True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/einfamilienhaus-mieten-zimmerwald/7068567
1 Zimmer,No information,CHF 1130.—,CHF 1025.—,3012,Mittelstrasse 32,Bern,No information,Zentrumsnah - nähe ÖV und Einkaufsmöglichkeiten sowie Unian der Adresse Mittelstrasse 32 vermieten wir immer wieder diverse WG-Zimmer - Küche und Badezimmer sowie zwei sep. WC stehen zur allgemeinen Mitbenutzung - die WG-Zimmer sind mit einer Wohnungstüre abschliessbar und bieten die nötige Ruhe - die akutell freien WG-Zimmer und die entsprechenden Mietzinse finden Sie unter folgendem Link: https://wgplus.ch/,False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7066489
"4,5 Zimmer",76 m²,CHF 1290.—,CHF 1040.—,2543,Emil-Schiblistrasse 13,Lengnau BE,1963,"sonnige, ruhige und kinderfreundliche Lage - Einkaufsmöglichkeiten und öffentliche Verkehrsmittel befinden sich in der NäheWir vermieten per sofort oder nach Vereinbarung eine helle 4 1/2-Zimmerwohnung an der Emil-Schiblistrasse 13 in Lengnau - die Wohnung hat eine neue Küche - frisch renoviertes Badezimmer - komplette Wohnung ist neu gestrichen - die Wohnung verfügt über einen sonnigen Balkon -helle geräumige Zimmer mit Laminatböden - persönliches Kellerabteil vorhanden - es kann ein Parkplatz dazu gemietet werden",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-lengnau-be/7066488
"1,5 Zimmer",99 m²,CHF 2038.—,No information,3066,Bernapark 19,Stettlen,2020,"Dieses Loft bietet mit dem geschickten Grundriss einen wunderschönen offenen Raum, der trotzdem Privatsphäre und Abgrenzung der Lebensbereiche ermöglicht.Im Bernapark entsteht ein urbanes Quartier, das Arbeiten und Wohnen, Bildung und Freizeit, Kultur und Innovation einzigartig miteinander verbindet. Eingebettet in eine faszinierende Umgebung zwischen Bantiger und Dentenberg, bietet das Areal der ehemaligen Kartonfabrik in Deisswil eine ideale Wohnlage. Wohnen im Bernapark bedeutet deshalb pure Lebensqualität.Für Ihre Wohnqualität:Hochwertiger Eichenparkett Fischgrat geöltIn Nasszellen Wand und Boden mit Feinsteinzeug Mosaikmoderne und offene Küche mit V-Zug Küchengeräte, teilweise mit KochinselSanitäraustattung Apparate RichnerVorhangschienen in den ZimmernFest eingebaute GarderobenschränkeFussbodenheizungPhotovoltaikanlage zur StromerzeugungWärmeerzeugung mittels WärmepumpeBalkon zum Verweilen mit schöner AussichtKellerabteil mit SteckdoseLiftDas Plus des Bernapark ÖkosystemsDer Bernapark erfüllt die täglichen  Bedürfnisse in Gehdistanz. In den nächsten zwei Jahren entsteht hier ein kleines Stadtquartier für mehr LebensqualitätEinkaufen im Coop und Reinhard um die EckeArealeigener RBS-Bahnhof - 14 Minuten nach BernCarsharing Mobility auf dem Areal inkl. privatem Jahresabo für alle Bewohner*innenKita Bim Bam Bini direkt auf dem ArealGastronomische Highlights und kulturelle Veranstaltungen gleich um die EckeSpass und Schwitzen im Kraftakt SporthubBeauty-Angebote für das tägliche Wohlbefinden bei Arte FrisuraWohnen und Arbeiten kombinierenInteressengemeinschaften wie der Verein Kunst und Kultur BernaparkUmfangreiche Dienstleistungen durch Küffer Reinigungen AGGrosszügige Aussenflächen zur privaten oder öffentlichen NutzungDisponibel- / Bastelräume können zusätzlich auf Anfrage gemietet werdenKinderspielplatz mit Grillstellenuvm.Aufgrund weiterer Bauarbeiten auf dem Areal erhalten alle Wohnungsmieter*innen bis und mit August 2022****10% Ermässigung auf den Nettomietzins (im Inserat bereits ausgewiesen). Ab 01.09.2022 Bruttomiete CHF 2'240.00.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns! Wir freuen uns auf Ihren Anruf.",True,False,True,True,False,False,True,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-stettlen/7066436
"4,5 Zimmer",152 m²,CHF 2536.—,No information,3066,Bernapark 23,Stettlen,No information,"Im Bernapark entsteht ein urbanes Quartier, das Arbeiten und Wohnen, Bildung und Freizeit, Kultur und Innovation einzigartig miteinander verbindet. Eingebettet in eine faszinierende Umgebung zwischen Bantiger und Dentenberg, bietet das Areal der ehemaligen Kartonfabrik in Deisswil eine ideale Wohnlage. Wohnen im Bernapark bedeutet deshalb pure Lebensqualität.Für Ihre Wohnqualität:Hochwertiger Eichenparkett Fischgrat geöltIn Nasszellen Wand und Boden mit Feinsteinzeug Mosaikmoderne und offene Küche mit V-Zug Küchengeräte, teilweise mit KochinselSanitäraustattung Apparate RichnerVorhangschienen in den ZimmernFest eingebaute GarderobenschränkeFussbodenheizungPhotovoltaikanlage zur StromerzeugungWärmeerzeugung mittels WärmepumpeBalkon zum Verweilen mit schöner AussichtKellerabteil mit SteckdoseLiftDas Plus des Bernapark ÖkosystemsDer Bernapark erfüllt die täglichen Bedürfnisse in Gehdistanz. In den nächsten zwei Jahren entsteht hier ein kleines Stadtquartier für mehr LebensqualitätEinkaufen im Coop und Reinhard um die EckeArealeigener RBS-Bahnhof - 14 Minuten nach BernCarsharing Mobility auf dem Areal inkl. privatem Jahresabo für alle Bewohner*innenKita Bim Bam Bini direkt auf dem ArealGastronomische Highlights und kulturelle Veranstaltungen gleich um die EckeSpass und Schwitzen im Kraftakt SporthubBeauty-Angebote für das tägliche Wohlbefinden bei Arte FrisuraWohnen und Arbeiten kombinierenInteressengemeinschaften wie der Verein Kunst und Kultur BernaparkUmfangreiche Dienstleistungen durch Küffer Reinigungen AGGrosszügige Aussenflächen zur privaten oder öffentlichen NutzungDisponibel- / Bastelräume können zusätzlich auf Anfrage gemietet werdenKinderspielplatz mit Grillstellenuvm.Aufgrund weiterer Bauarbeiten auf dem Areal erhalten alle Wohnungsmieter*innen bis und mit August 2022 10% Ermässigung auf den Nettomietzins (im Inserat bereits ausgewiesen). Ab 01.09.2022 beträgt die Bruttomiete CHF 2'790.00.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns! Wir freuen uns auf Ihren Anruf.",False,False,True,False,False,False,True,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-stettlen/7066406
"4,5 Zimmer",85 m²,CHF 1490.—,CHF 1220.—,4704,Breitsteinweg 19,Niederbipp,2010,"DIE BILDER UND DAS VIDEO SIND VON EINER VERGLEICHSWOHNUNG.Diese helle 4½-Zimmer-Wohnung mit gedecktem Balkon könnte schon bald Ihr neues Zuhause sein.Folgende Vorteile finden Sie in dieser Wohnung:gut ausgestattete Küche mit Kühlschrank, Backofen, Glaskeramik und GeschirrspülerPlattenböden in der Nasszelle, Korridor, Küche und WohnbereichParkett in allen ZimmernNasszelle mit WC, Badewanne und LavaboGedeckter und Teilverglaster BalkonKellerabteilEine Einzelgarage kann dazu gemietet werden.Das Mehrfamilienhaus befindet sich an verkehrstechnisch guter Lage. Schulen und viele Einkaufsmöglichkeiten sind innerhalb von wenigen Minuten zu Fuss oder mit dem Auto erreichbar.Verkehrstechnisch ideal inmitten diverser Grossstädte. - Optimale Verkehrsanbindung-13 km Solothurn25 km Olten40 km Biel47 km Bern54 km Basel68 km Luzern80 km ZürichHaben Sie Interesse? Gerne zeigen wir Ihnen diese Wohnung im Rahmen eines unverbindlichen Besichtigungstermins. Wir freuen uns auf Ihren Anruf!Dieses Objekt können Sie per Videoanruf besichtigen.",True,True,True,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-niederbipp/7055432
"3,5 Zimmer",92 m²,CHF 1790.—,CHF 1530.—,2543,Grotweg 25,Lengnau BE,2016,"Die 3½-Zimmer-Wohnung im ersten Stock bietet für jeden das Richtige, ob jung oder alt, Paar oder Single: Hier können Sie sich zu Hause fühlen.Der moderne Innenausbau lässt keine Wünsche offen. Ein Eichenparkettboden sorgt für ein attraktives Wohnungsbild und die lichtdurchfluteten, grossen Wohnräume werden Sie überzeugen. In der offenen Küche lassen sich dank neusten Küchengeräten spielend leicht kulinarische Höhepunkte zubereiten. Einen zusätzlichen Wohnkomfort bieten die grossen Aussensitzpläze, wo Sie die schönen Tage draussen verbringen  und die Sonne geniessen können.Ein separater Kellerraum zu jeder Wohneinheit bietet viel Platz und Stauraum. Mit dem Lift erreichen Sie bequem und ohne Umweg die Einstellhalle. Für jede Wohnung steht in der Waschküche ein eigener Waschturm bereit.Ein Einstellhallenplatz kann separat dazugemietet werden.Es handelt sich um Beispielbilder.L'appartement de 3½ pièces au premier étage offre ce qu'il faut à chacun, jeune ou senior, en couple ou célibataire : ici, vous pouvez vous sentir chez vous.L'aménagement intérieur moderne répond à tous les souhaits. Un parquet en chêne donne un aspect attrayant à l'appartement et les grandes pièces de vie inondées de lumière vous convaincront. Dans la cuisine ouverte, les appareils électroménagers les plus récents permettent de préparer facilement des plats délicieux. Les grandes places assises extérieures, où vous pourrez passer les belles journées à vous détendre et profiter du soleil, offrent un confort d'habitation supplémentaire.Une cave séparée pour chaque unité d'habitation offre beaucoup de place et d'espace de rangement. L'ascenseur vous permet d'accéder facilement et sans détour au parking. Chaque appartement dispose de sa propre machine à laver dans la buanderie.Une place de parking peut être louée en sus.Il s'agit d'exemples de photos.",True,True,True,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-lengnau-be/7055403
"6,5 Zimmer",160 m²,CHF 3500.—,CHF 3100.—,3172,Neueneggstrasse 7,Niederwangen b. Bern,No information,"Wohnen mit Garten und Wirlpool Erhöht gelegen in Niederwangen unweit von Einkaufsmöglichkeiten und dem öffentlichem Verkehr, erwartet Sie eine einmalige Wohnoase. Über drei Geschosse verteilt bietet Ihnen die Wohnung mit Einfamilienhauscharakter 6.5 Zimmer und viel Platz zum Wohnen.Die Liegenschaft ist aufgeteilt in zwei Einheiten mit unabhängigem Zugang zu den Wohnungen und Eingangsbereiche. Die Dachwohnung mit 3.5 Zimmer ist derzeit vermietet. Die Gartenwohnung mit 6.5 Zimmer verfügt über geräumige Schlafzimmer und einem grossen und hellen Wohnzimmer, zudem bietet die Liegenschaft mehrere Kellerräume mit Waschküche und grossem Garten. Abgerundet wird das Angebot durch einen Wirlpool mit Aussendusche.Die Wohnung umfasst zudem einen Garagenplatz und drei AussenparkplätzeGesucht ist ein Wohngourmet mit einer Affinität zum Garten. Fühlen Sie sich im Garten zuhause und verspüren Sie Freude an dessen Pflege, dann erwartet Sie eine einzigartige Wohnoase. Auch bestehe die Möglichkeit die Gartenarbeiten, gegen einen zu definierenden Aufpreis, weiterhin in der Verantwortung der Vermieter zu lassen.Zögern Sie nicht und kontaktieren Sie uns für weitere Informationen oder eine Besichtigung. Gerne stehe ich Ihnen jederzeit für Fragen zur Verfügung.",False,False,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-niederwangen-b-bern/7055322
"4,5 Zimmer",90 m²,CHF 1590.—,CHF 1390.—,3700,Gygerweg 39,Spiez,2018,Im Spiezwiler zu vermieten ab 1. Juli 2022 oder nach Vereinbarungruhige Wohnlage mit grosszügiger Aussenflächehochwertiger Laminatboden im Entrée/Wohnen/Zimmerpraktische Küche mit viel Stauraum und BodenplattenBad mit Badewanne/Lavabo und WCWandschrank im EntréeKeller und Estrichabteilsonniger Balkon zum Verweilenideale VerkehrslageAutoabstellplatz Fr. 45.-- p/Mt.Für einen Besichtigungstermin können sie mich gerne kontaktieren.,True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-spiez/7047668
2 Zimmer,No information,CHF 2980.—,CHF 2600.—,3011,Junkerngasse 16,Bern,No information,No information,False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/dachwohnung-mieten-bern/7039677
"1,5 Zimmer",28 m²,CHF 1050.—,CHF 870.—,3014,Parkstrasse 11,Bern,2016,"Wir vermieten nach Vereinbarung sehr moderne und zentrale1.5 - Zimmer-Wohnung mit BalkonSie verfügt über Parkett- und Plattenböden, eine moderne Küche mit GS, ein helles Bad und ein Keller. Einkaufsmöglichkeiten, Bäckerei, Restaurants in der nächsten Umgebung. Tramhaltestelle vor dem Haus. Einstellhallenparkplätze können auf Wunsch dazugemietet werden (CHF 150.--/mtl.).Haben wir Ihr Interesse geweckt? Zögern Sie nicht und vereinbaren Sie noch heute einen Besichtigungstermin.Ihr ROTH IMMO Team",True,False,True,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7038941
"3,5 Zimmer",64 m²,CHF 1280.—,CHF 1060.—,2502,Jakob-Stämpfli-Strasse 130,Biel/Bienne,2014,Diese Überbauung befindet sich an zentraler Lage und bietet Ihnen folgenden Wohnkomfort:Grosses Wohn-/EsszimmerParkettboden in allen ZimmernBadezimmer mit PlattenbodenKlinkerboden im KorridorKüche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit Badewannepraktische EinbauschränkeKellerabteilzwei Balkone mit Sicht ins GrüneEinkaufsmöglichkeiten wie zum Beispiel Coop und Denner finden Sie in nur 10 Gehminuten von der Liegenschaft entfernt.Der Bahnhof Mett ist gut zu Fuss erreichbar.Auch die Bushaltestelle «Grünweg» befindet sich unmittelbar vor der Liegenschaft.Haben wir Ihr Interesse geweckt? Dann verschaffen Sie sich bei einer Besichtigung einen persönlichen Eindruck von dieser Wohnung.Wir freuen uns auf Ihre Kontaktaufnahme.,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7037787
3 Zimmer,70 m²,CHF 1290.—,CHF 1090.—,3600,Pestalozzistrasse 87,Thun,1960,"sonnig, ruhig, zentral - kinderfreundlich - Nähe Einkaufsmöglichkeiten und öV - kein LiftDie attraktive Wohnung wurde im 2012 komplettt saniert - abgeschlossene und grosse Küche mit Granitabdeckung, Gasherd, Geschirrspüler und Plattenboden - bei der Küche hat es einen kleinen Balkon - modernes Badezimmer mit Badewanne und Plattenboden - Eingangsbereich mit grosszügigen Einbauschränken und Plattenboden - Schlaf-, Kinder- und Wohnzimmer mit Laminatboden - beim Wohnzimmer befindet sich ein zweiter Balkon - Keller- und Estrichabteil",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7036764
"4,5 Zimmer",No information,CHF 2090.—,CHF 1840.—,4537,Sonnhalde 35,Wiedlisbach,No information,No information,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-wiedlisbach/7032355
"3,5 Zimmer",72 m²,CHF 1490.—,CHF 1290.—,3052,Gantrischstrasse 19A,Zollikofen,1962,"Sonnige und ruhige Lage - Einkaufsmöglichkeiten und öV in der NäheHelle Wohnung mit attraktivem Grundriss - grosszügige Küche mit Granitabdeckung, Geschirrspüler, Glaskeramikkochfeld und Plattenboden - modernes Badezimmer mit Badewanne und Plattenboden - Wohn-, Schlaf- und Kinderzimmer mit Parkett - Balkon - Keller- + Estrichabteil - Die Liegenschaft wird mittels ökologischer Erdsonden-Heizung beheizt (Gesamtenergieeffizienz B) - ein Parkplatz kann zu mtl. Fr. 35.00 hinzu gemietet werden (eine E-Ladestation wird in der 2. Jahreshälfte installiert und kann gegen Aufpreis genutzt werden)",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-zollikofen/7028833
4 Zimmer,No information,CHF 1490.—,CHF 1190.—,3604,Adlerstrasse 6,Thun,No information,"Der Besichtigungstermin für diese Wohnung findet am Donnerstag 12.05.2022 von 16:00 - ca. 16:30 Uhr statt.Per sofort oder nach Vereinbarung vermieten wir eine 4-Zimmerwohnung, welche sich in unmittelbarer Nähe zum Zentrum Oberland befindet. Die Wohnung verfügt über folgende Vorzüge;Bad mit BadewannePlatten und PVC BödenSonniger und grosser BalkonKellerabteilNähe Zentrum OberlandKein LiftEinzelgarage auf AnfrageBlaue Zone in der UmgebungDie Wohnung befindet sich in einem ruhigen Wohnquartier. Die Liegenschaft ist mit dem öffentlichen Verkehr ausgezeichnet erschlossen. Eine Bushaltestelle befindet sich in unmittelbarer Nähe. Der Autobahnanschluss Thun Süd ist 3 Autominuten entfernt. Das Oberlandzentrum mit verschiedenen Einkaufsmöglichkeiten, unter anderem ein Migros MMM befindet sich wenige Minuten zu Fuss von der Liegenschaft. Der Kindergarten sowie die Schule sind innert 5 Gehminuten zu erreichen.",True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7025917
3 Zimmer,69 m²,CHF 1270.—,CHF 1090.—,3360,Felderhofstr. 24A,Herzogenbuchsee,2011,"Bei Vertragsabschluss bis Ende Mai 2022 schenken wir Ihnen die erste Monatsnettomiete!Diese gemütliche Wohnung wartet auf einen neuen Mieter:Mieten ohne KautionWohnzimmer mit ParkettbodenKüche und Bad mit PlattenbödenIm Schlaf- und Kinderzimmer wird Parkettboden gelegtModerne Wohnküche mit Glaskeramik, Geschirrspüler und EsseckeBadezimmer mit WanneWandschrankGrosser, windgeschützter BalkonKellerabteilKein LiftGepflegte UmgebungEine Garagenbox für CHF 100. kann dazu gemietet werdenEinkaufsmöglichkeiten und Bahnhof in nur 10 Gehminuten EntfernungZögern Sie nicht, Kontakt mit uns aufzunehmen.",True,True,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-herzogenbuchsee/7022969
"3,5 Zimmer",No information,CHF 1395.—,CHF 1150.—,3063,Worblentalstrasse 35,Ittigen,No information,"Per sofort oder nach Vereinbarung können wir Ihnen an der Worblentalstrasse 35 in Ittigen eine 3.5-Zimmerwohnung vermieten. Diese befindet sich im 4. OG eines Mehrfamilienhauses und ist bequem mit dem Lift zu erreichen.Sonniger BalkonNeue, moderne Küche mit Glaskeramikherd und GeschirrspülerGanze Wohnung mit ParkettbodenBadezimmer mit BadewanneGrosses Reduit im EntréeKellerabteilWaschmaschine in Waschküche zur MitbenutzungBei Bedarf kann ein Einstellhallenplatz zu CHF 100 pro Monat gemietet werden.Die Liegenschaft liegt sehr zentral und ist nur wenige Gehminuten von der Bahnstation entfernt. Mit der RBS-Bahn ist die Stadt Bern in nur 7 Min. erreichbar. Vor Ort finden Sie diverse Einkaufsmöglichkeiten im ""Talgut Zentrum"".Die optimalen Verkehrsverbindungen sowie die Nähe zu Bern und zu verschiedenen Naherholungsgebieten machen Ittigen zu etwas Besonderem. Ittigen gehört zudem zu den steuergünstigsten Gemeinden im Kanton Bern.Bei den Fotos handelt es sich nicht um Originalbilder der inserierten Wohnung.",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7018320
