rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,url_immoscout,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher
2.5,62.0,1340,1180,3414,Krieggasse 6a/6b,Oberburg,2022,Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume dem modernen offenen Stil und dem hochwertigen Ausbau Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz weissKüchengeräte (Siemens): Glaskeramikherd Backofen Dampfabzug Umluft mit Aktivkohlefilter Geschirrspüler Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25» Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug rohBoden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift hindernisfreiÄnderungen vorbehalten,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068602,True,False,True,True,False,False,True,False,False
2.5,61.0,1330,1171,3414,Krieggasse 6a/6b,Oberburg,2022,Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume dem modernen offenen Stil und dem hochwertigen Ausbau Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz weissKüchengeräte (Siemens): Glaskeramikherd Backofen Dampfabzug Umluft mit Aktivkohlefilter Geschirrspüler Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25» Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug rohBoden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift hindernisfreiÄnderungen vorbehalten,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068601,True,False,True,True,False,False,True,False,False
2.5,61.0,1470,1295,3414,Krieggasse 6a/6b,Oberburg,2022,Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume dem modernen offenen Stil und dem hochwertigen Ausbau Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz weissKüchengeräte (Siemens): Glaskeramikherd Backofen Dampfabzug Umluft mit Aktivkohlefilter Geschirrspüler Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25» Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug rohBoden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift hindernisfreiÄnderungen vorbehalten,https://www.immoscout24.ch/de/d/attikawohnung-mieten-oberburg/7068600,True,False,True,True,False,False,True,False,False
2.5,62.0,1340,1180,3414,Krieggasse 6a/6b,Oberburg,2022,Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume dem modernen offenen Stil und dem hochwertigen Ausbau Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz weissKüchengeräte (Siemens): Glaskeramikherd Backofen Dampfabzug Umluft mit Aktivkohlefilter Geschirrspüler Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25» Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug rohBoden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift hindernisfreiÄnderungen vorbehalten,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068598,True,False,True,True,False,False,True,False,False
3.5,76.0,1540,1356,3414,Krieggasse 6a/6b,Oberburg,2022,Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume dem modernen offenen Stil und dem hochwertigen Ausbau Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz weissKüchengeräte (Siemens): Glaskeramikherd Backofen Dampfabzug Umluft mit Aktivkohlefilter Geschirrspüler Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25» Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug rohBoden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift hindernisfreiÄnderungen vorbehalten,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068596,True,False,True,True,False,False,True,False,False
2.5,62.0,1340,1180,3414,Krieggasse 6a/6b,Oberburg,2022,Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume dem modernen offenen Stil und dem hochwertigen Ausbau Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz weissKüchengeräte (Siemens): Glaskeramikherd Backofen Dampfabzug Umluft mit Aktivkohlefilter Geschirrspüler Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25» Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug rohBoden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift hindernisfreiÄnderungen vorbehalten,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068595,True,False,True,True,False,False,True,False,False
3.5,75.0,1540,1356,3414,Krieggasse 6a/6b,Oberburg,2022,Die Wohnungen bestechen durch ihre lichtdurchfluteten Räume dem modernen offenen Stil und dem hochwertigen Ausbau Einbauschränke und eigenem Waschturm in der Wohnung.Eingangsbereich/Wohnen/EssenBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenGarderobeDeckenspotsZimmerBoden: Eichenparkett geöltWände: Abrieb weissDecke: Gipsglattstrich weiss gestrichenKücheBoden: Eichenparkett geöltWände: Abrieb weissKüchenfront: VanilleGriffe: EdelstahllookArbeitsfläche: GranitRückwand: Vollkern - Kunstharz weissKüchengeräte (Siemens): Glaskeramikherd Backofen Dampfabzug Umluft mit Aktivkohlefilter Geschirrspüler Kühlschrankmit integriertem TiefkühlfachDusche/WCBoden: PlattenWand: PlattenDecke: Gipsglattstrich weiss gestrichenLavabo und WC: Keramik weissSpiegelschrank mit Beleuchtungbodenebene Dusche mit GlastrennwandHandtuchstangeVentilatorHeizungBodenheizung pro Zimmer regulierbarFernwärme durch Wärmeverbund «Einschlag 72/25» Betrieb 75 % Holz + 25% GasElektroinstallationen/Anschlüssegenügend SteckdosenGegensprechanlageGlasfasererschliessung bis in die WohnungFenster/SonnenschutzKunststoff - Metallfenster mit 3-facher IsolierverglasungVerbundraffstoren manuell bedienbarKnickarmmarkisen bei Balkon / TerrasseTerrassen / Balkone / FassadeBoden Balkone: Zementüberzug rohBoden Terrasse: BetonplattenFassade: Abrieb gestrichenWaschmöglichkeitenWaschturm in Wohnung (Fors)Einstellhalle / Parkplätze20 Einstellhallenplätze3 AussenparkplätzeKellerPro Wohnung ein Kellerabteil mit SteckdoseAufzüge-Personenlift hindernisfreiÄnderungen vorbehalten,https://www.immoscout24.ch/de/d/wohnung-mieten-oberburg/7068594,True,False,True,True,False,False,True,False,False
1.0,25.0,1130,1025,3012,Mittelstrasse 32,Bern,0,Zentrumsnah - nähe ÖV und Einkaufsmöglichkeiten sowie Unian der Adresse Mittelstrasse 32 vermieten wir immer wieder diverse WG-Zimmer - Küche und Badezimmer sowie zwei sep. WC stehen zur allgemeinen Mitbenutzung - die WG-Zimmer sind mit einer Wohnungstüre abschliessbar und bieten die nötige Ruhe - die akutell freien WG-Zimmer und die entsprechenden Mietzinse finden Sie unter folgendem Link: https://wgplus.ch/,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7066489,False,False,True,False,False,False,False,False,False
4.5,76.0,1290,1040,2543,Emil-Schiblistrasse 13,Lengnau BE,1963,sonnige ruhige und kinderfreundliche Lage - Einkaufsmöglichkeiten und öffentliche Verkehrsmittel befinden sich in der NäheWir vermieten per sofort oder nach Vereinbarung eine helle 4 1/2-Zimmerwohnung an der Emil-Schiblistrasse 13 in Lengnau - die Wohnung hat eine neue Küche - frisch renoviertes Badezimmer - komplette Wohnung ist neu gestrichen - die Wohnung verfügt über einen sonnigen Balkon -helle geräumige Zimmer mit Laminatböden - persönliches Kellerabteil vorhanden - es kann ein Parkplatz dazu gemietet werden,https://www.immoscout24.ch/de/d/wohnung-mieten-lengnau-be/7066488,True,False,False,True,False,False,False,False,False
1.5,99.0,2038,1795,3066,Bernapark 19,Stettlen,2020,Dieses Loft bietet mit dem geschickten Grundriss einen wunderschönen offenen Raum der trotzdem Privatsphäre und Abgrenzung der Lebensbereiche ermöglicht.Im Bernapark entsteht ein urbanes Quartier das Arbeiten und Wohnen Bildung und Freizeit Kultur und Innovation einzigartig miteinander verbindet. Eingebettet in eine faszinierende Umgebung zwischen Bantiger und Dentenberg bietet das Areal der ehemaligen Kartonfabrik in Deisswil eine ideale Wohnlage. Wohnen im Bernapark bedeutet deshalb pure Lebensqualität.Für Ihre Wohnqualität:Hochwertiger Eichenparkett Fischgrat geöltIn Nasszellen Wand und Boden mit Feinsteinzeug Mosaikmoderne und offene Küche mit V-Zug Küchengeräte teilweise mit KochinselSanitäraustattung Apparate RichnerVorhangschienen in den ZimmernFest eingebaute GarderobenschränkeFussbodenheizungPhotovoltaikanlage zur StromerzeugungWärmeerzeugung mittels WärmepumpeBalkon zum Verweilen mit schöner AussichtKellerabteil mit SteckdoseLiftDas Plus des Bernapark ÖkosystemsDer Bernapark erfüllt die täglichen  Bedürfnisse in Gehdistanz. In den nächsten zwei Jahren entsteht hier ein kleines Stadtquartier für mehr LebensqualitätEinkaufen im Coop und Reinhard um die EckeArealeigener RBS-Bahnhof - 14 Minuten nach BernCarsharing Mobility auf dem Areal inkl. privatem Jahresabo für alle Bewohner*innenKita Bim Bam Bini direkt auf dem ArealGastronomische Highlights und kulturelle Veranstaltungen gleich um die EckeSpass und Schwitzen im Kraftakt SporthubBeauty-Angebote für das tägliche Wohlbefinden bei Arte FrisuraWohnen und Arbeiten kombinierenInteressengemeinschaften wie der Verein Kunst und Kultur BernaparkUmfangreiche Dienstleistungen durch Küffer Reinigungen AGGrosszügige Aussenflächen zur privaten oder öffentlichen NutzungDisponibel- / Bastelräume können zusätzlich auf Anfrage gemietet werdenKinderspielplatz mit Grillstellenuvm.Aufgrund weiterer Bauarbeiten auf dem Areal erhalten alle Wohnungsmieter*innen bis und mit August 2022****10% Ermässigung auf den Nettomietzins (im Inserat bereits ausgewiesen). Ab 01.09.2022 Bruttomiete CHF 2'240.00.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns! Wir freuen uns auf Ihren Anruf.,https://www.immoscout24.ch/de/d/wohnung-mieten-stettlen/7066436,True,False,True,True,False,False,True,True,True
4.5,152.0,2536,2234,3066,Bernapark 23,Stettlen,0,Im Bernapark entsteht ein urbanes Quartier das Arbeiten und Wohnen Bildung und Freizeit Kultur und Innovation einzigartig miteinander verbindet. Eingebettet in eine faszinierende Umgebung zwischen Bantiger und Dentenberg bietet das Areal der ehemaligen Kartonfabrik in Deisswil eine ideale Wohnlage. Wohnen im Bernapark bedeutet deshalb pure Lebensqualität.Für Ihre Wohnqualität:Hochwertiger Eichenparkett Fischgrat geöltIn Nasszellen Wand und Boden mit Feinsteinzeug Mosaikmoderne und offene Küche mit V-Zug Küchengeräte teilweise mit KochinselSanitäraustattung Apparate RichnerVorhangschienen in den ZimmernFest eingebaute GarderobenschränkeFussbodenheizungPhotovoltaikanlage zur StromerzeugungWärmeerzeugung mittels WärmepumpeBalkon zum Verweilen mit schöner AussichtKellerabteil mit SteckdoseLiftDas Plus des Bernapark ÖkosystemsDer Bernapark erfüllt die täglichen Bedürfnisse in Gehdistanz. In den nächsten zwei Jahren entsteht hier ein kleines Stadtquartier für mehr LebensqualitätEinkaufen im Coop und Reinhard um die EckeArealeigener RBS-Bahnhof - 14 Minuten nach BernCarsharing Mobility auf dem Areal inkl. privatem Jahresabo für alle Bewohner*innenKita Bim Bam Bini direkt auf dem ArealGastronomische Highlights und kulturelle Veranstaltungen gleich um die EckeSpass und Schwitzen im Kraftakt SporthubBeauty-Angebote für das tägliche Wohlbefinden bei Arte FrisuraWohnen und Arbeiten kombinierenInteressengemeinschaften wie der Verein Kunst und Kultur BernaparkUmfangreiche Dienstleistungen durch Küffer Reinigungen AGGrosszügige Aussenflächen zur privaten oder öffentlichen NutzungDisponibel- / Bastelräume können zusätzlich auf Anfrage gemietet werdenKinderspielplatz mit Grillstellenuvm.Aufgrund weiterer Bauarbeiten auf dem Areal erhalten alle Wohnungsmieter*innen bis und mit August 2022 10% Ermässigung auf den Nettomietzins (im Inserat bereits ausgewiesen). Ab 01.09.2022 beträgt die Bruttomiete CHF 2'790.00.Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht und kontaktieren Sie uns! Wir freuen uns auf Ihren Anruf.,https://www.immoscout24.ch/de/d/wohnung-mieten-stettlen/7066406,True,False,True,False,False,False,True,True,True
3.0,75.0,2300,2060,3013,Spitalackerstrasse 23,Bern,2020,Per 1. August 2022 oder nach Vereinbarung vermieten wir eine 3-Zimmer-Wohnung in Bern. Folgende Vorzüge erwarten Sie:Die Liegenschaft wurde im Jahr 2019/2020 komplett saniertBodenbeläge: Parkett und Platten2 BalkoneEigener Waschturm in der WohnungKellergemeinsamer Veloraumgemeinsamer TrocknungsraumLiftBei den Bildern handelt es sich um Beispielsbilder welche den Ausbaustandard der Wohnung präsentierenÜberzeugen Sie sich wir freuen uns auf Ihre Anfrage.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7066318,True,False,True,False,False,False,False,True,True
3.0,75.0,1380,1120,3303,Friedhofweg 10,Jegenstorf,0,Wir vermieten per 1. Juli 2022 oder nach Vereinbarung eine 3-Zimmerwohnung in Jegenstorf.Parkettboden ist sämtlichen ZimmernKüche mit Glaskeramikherd Geschirrspüler Granitabdeckung Fenster und Platz für EsseckeBadezimmer mit WanneWandschränkesonniger BalkonGarten mit Tischen und Stühlen zur MitbenützungÖV in unmittelbarer NäheParkplatzmöglichkeiten können auf Wunsch dazu gemietet werdenHaben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-jegenstorf/7063252,True,False,False,True,False,False,False,False,False
3.0,65.0,1180,950,2502,General-Dufourstrasse 133,Biel/Bienne,0,Wir vermieten per sofort oder nach Vereinbarung eine sonnige 3-Zimmer-Altbauwohnung an der General-Dufourstrasse 133 in Biel.Die Wohnung bietet folgende Vorzüge:wunderschönes Parkett in allen ZimmernNatursteinböden im Korridor in der Küche und im Badezimmermoderne Küche mit GasherdBadezimmer mit grosser Duschegrosse gemeinschftliche Dachterrasse mit Weitsichtgute ÖV-VerbindungGerne zeigen wir Ihnen dieses Bijou!,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7057501,True,True,False,False,False,False,False,False,False
3.5,92.0,1790,1530,2543,Grotweg 25,Lengnau BE,2016,Die 3½-Zimmer-Wohnung im ersten Stock bietet für jeden das Richtige ob jung oder alt Paar oder Single: Hier können Sie sich zu Hause fühlen.Der moderne Innenausbau lässt keine Wünsche offen. Ein Eichenparkettboden sorgt für ein attraktives Wohnungsbild und die lichtdurchfluteten grossen Wohnräume werden Sie überzeugen. In der offenen Küche lassen sich dank neusten Küchengeräten spielend leicht kulinarische Höhepunkte zubereiten. Einen zusätzlichen Wohnkomfort bieten die grossen Aussensitzpläze wo Sie die schönen Tage draussen verbringen  und die Sonne geniessen können.Ein separater Kellerraum zu jeder Wohneinheit bietet viel Platz und Stauraum. Mit dem Lift erreichen Sie bequem und ohne Umweg die Einstellhalle. Für jede Wohnung steht in der Waschküche ein eigener Waschturm bereit.Ein Einstellhallenplatz kann separat dazugemietet werden.Es handelt sich um Beispielbilder.L'appartement de 3½ pièces au premier étage offre ce qu'il faut à chacun jeune ou senior en couple ou célibataire : ici vous pouvez vous sentir chez vous.L'aménagement intérieur moderne répond à tous les souhaits. Un parquet en chêne donne un aspect attrayant à l'appartement et les grandes pièces de vie inondées de lumière vous convaincront. Dans la cuisine ouverte les appareils électroménagers les plus récents permettent de préparer facilement des plats délicieux. Les grandes places assises extérieures où vous pourrez passer les belles journées à vous détendre et profiter du soleil offrent un confort d'habitation supplémentaire.Une cave séparée pour chaque unité d'habitation offre beaucoup de place et d'espace de rangement. L'ascenseur vous permet d'accéder facilement et sans détour au parking. Chaque appartement dispose de sa propre machine à laver dans la buanderie.Une place de parking peut être louée en sus.Il s'agit d'exemples de photos.,https://www.immoscout24.ch/de/d/wohnung-mieten-lengnau-be/7055403,True,True,True,False,False,False,False,True,True
3.5,87.5,1770,1550,3014,Allmendstrasse 7,Bern,1988,Wir vermieten per 1. August 2022 oder nach Vereinbarung eine helle und zentral gelegene 3.5-Zimmer-Wohnung im beliebten Breitenrainquartier.helle grosszügige ZimmerKüche mit GeschirrspülmaschineWohnzimmer mit ParkettZimmer mit Laminatgrosses Bad mit Badewannemit Balkonmit Kellerdie ganze Wohnung wir noch neu gestrichenParkettböden werden neu behandeltHaben wir Ihr Interesse geweckt? Über die Onlinekontaktanfrage-Funktion erhalten Sie Auskunft zu den Besichtigungsmöglichkeiten.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7044054,True,False,False,False,False,False,False,False,False
3.5,70.0,1710,1510,3068,Diessenberg 14,Utzigen,0,In Diessenberg an erhöhter Lage entstehen vier Mehrfamilienhäuser mit insgesamt 35 Mietwohnungen in gehobenem Ausbaustandard mit atemberaubendem Ausblick auf die Alpen. Für jeden ist etwas dabei die verfügbaren Wohnungsgrössen reichen von 1 bis 5 ½ Zimmer-Wohnungen. Davon sind fünf 3 ½ Zimmer-Wohnungen als Duplex-Wohnungen konzipiert. Die Überbauung ist über eine grosse Einstellhalle und Liftanlage erschlossen und wird mit einer Gartenanlage komplettiert.Die ersten Wohnungen sind ab November 2022 bezugsbereit und weisen folgende Qualitäten auf:Eingangsbereich mit GarderobeKüche mit InduktionsherdHaushaltsgeräte V-ZugBodenbelag EichenparkettNasszellen mit PlattenbodenBadezimmer mit Badewanne oder Duscheeigener Waschturm in der Wohnungelektrische Rafflamellenstorengrosszügige Terrasse mit perforierten SchiebeelementenKellerabteil mit SteckdoseLift vorhandenZudem entstehen in der Siedlung sechs Disporäume eine Einstellhalle mit teilweise dazugehörigen Reduits zu den Einstellplätzen und eine Parkierplattform.Jetzt Musterwohnung besuchen und Aussicht geniessen.https://flatfox.ch/de/viewing/11959/?code=nMbx9pxFU-Owg2aCPMfP3IfSRy5CZycr\\_3BZMs3NP8YFür weitere Informationen besuchen Sie unsere Website unter https://www.diessenberg-mieten.ch/Bei den Fotos handelt es sich um eine 4.5 Zimmer-Musterwohnung.,https://www.immoscout24.ch/de/d/wohnung-mieten-utzigen/7030162,True,True,True,False,False,False,False,False,False
2.5,59.0,1475,1300,3068,Diessenberg 14,Utzigen,0,In Diessenberg an erhöhter Lage entstehen vier Mehrfamilienhäuser mit insgesamt 35 Mietwohnungen in gehobenem Ausbaustandard mit atemberaubendem Ausblick auf die Alpen. Für jeden ist etwas dabei die verfügbaren Wohnungsgrössen reichen von 1 bis 5 ½ Zimmer-Wohnungen. Davon sind fünf 3 ½ Zimmer-Wohnungen als Duplex-Wohnungen konzipiert. Die Überbauung ist über eine grosse Einstellhalle und Liftanlage erschlossen und wird mit einer Gartenanlage komplettiert.Die ersten Wohnungen sind ab November 2022 bezugsbereit und weisen folgende Qualitäten auf:Eingangsbereich mit GarderobeKüche mit InduktionsherdHaushaltsgeräte V-ZugBodenbelag EichenparkettNasszellen mit PlattenbodenBadezimmer mit Badewanne oder Duscheeigener Waschturm in der Wohnungelektrische Rafflamellenstorengrosszügige Terrasse mit perforierten SchiebeelementenKellerabteil mit SteckdoseLift vorhandenZudem entstehen in der Siedlung sechs Disporäume eine Einstellhalle mit teilweise dazugehörigen Reduits zu den Einstellplätzen und eine Parkierplattform.Jetzt Musterwohnung besuchen und Aussicht geniessen.https://flatfox.ch/de/viewing/11959/?code=nMbx9pxFU-Owg2aCPMfP3IfSRy5CZycr\\_3BZMs3NP8YFür weitere Informationen besuchen Sie unsere Website unter https://www.diessenberg-mieten.ch/Bei den Fotos handelt es sich um eine 4.5 Zimmer-Musterwohnung.,https://www.immoscout24.ch/de/d/wohnung-mieten-utzigen/7030161,True,True,True,False,False,False,False,False,False
